"V1" "V2" "V3"
"97" 0.499900942985013 0.000198114029974615 0.499900942985013
"98" 0.499933166034246 0.000133667931507272 0.499933166034246
"99" 0.3250666692048 0.349866661590401 0.3250666692048
"100" 0.066242930948588 0.867514138102824 0.066242930948588
"101" 0.499820121867531 0.000359756264937305 0.499820121867531
"102" 0.380686998779349 0.238626002441301 0.380686998779349
"103" 0.202617511550246 0.594764976899508 0.202617511550246
"104" 0.015561752355454 0.968876495289092 0.015561752355454
"105" 0.00091502415546805 0.998169951689064 0.000915024155468089
"106" 0.00415146727811592 0.991697065443768 0.00415146727811595
"107" 0.311627519893907 0.376744960212186 0.311627519893907
"108" 0.0763776485561342 0.847244702887732 0.0763776485561342
"109" 0.0460485771161442 0.907902845767712 0.0460485771161442
"110" 0.485004255072589 0.0299914898548219 0.485004255072589
"111" 0.462346028031972 0.075307943936057 0.462346028031971
"112" 0.499932611046841 0.000134777906318245 0.499932611046841
"113" 0.499276416851599 0.00144716629680215 0.499276416851599
"114" 0.49961808085866 0.000763838282680776 0.49961808085866
"115" 0.454236587572306 0.0915268248553882 0.454236587572306
"116" 0.0174348155785604 0.965130368842879 0.0174348155785603
"117" 0.425803235953849 0.148393528092302 0.425803235953849
"118" 0.198881437432682 0.602237125134637 0.198881437432682
"119" 0.499109421370134 0.00178115725973184 0.499109421370134
"120" 0.499063090869471 0.00187381826105885 0.499063090869471
"121" 0.466733951411813 0.0665320971763733 0.466733951411813
"122" 0.0116376075380927 0.976724784923815 0.0116376075380927
"123" 0.000223215028708475 0.999553569942583 0.000223215028708482
"124" 0.49968625969335 0.000627480613300754 0.49968625969335
"125" 0.458629456986872 0.0827410860262556 0.458629456986872
"126" 0.451137541822451 0.097724916355098 0.451137541822451
"127" 0.0278188294259288 0.944362341148142 0.0278188294259288
"128" 0.499035783990133 0.00192843201973409 0.499035783990133
"129" 0.493611839465349 0.0127763210693017 0.493611839465349
"130" 0.0011641012712126 0.997671797457575 0.00116410127121257
"131" 0.0280035978175568 0.943992804364886 0.0280035978175569
"132" 0.343297304117157 0.313405391765686 0.343297304117157
"133" 0.27606372961985 0.447872540760299 0.27606372961985
"134" 0.0088904843287615 0.982219031342477 0.00889048432876149
"135" 0.498398583056732 0.00320283388653675 0.498398583056732
"136" 0.244809156980005 0.51038168603999 0.244809156980005
"137" 0.388402676677893 0.223194646644213 0.388402676677894
"138" 0.483770124158769 0.0324597516824621 0.483770124158769
"139" 0.107204737382371 0.785590525235259 0.107204737382371
"140" 0.499951771227582 9.64575448358821e-05 0.499951771227582
"141" 0.0881064008309137 0.823787198338173 0.0881064008309136
"142" 0.00605991996462689 0.987880160070746 0.00605991996462691
"143" 0.283866030044833 0.432267939910333 0.283866030044833
"144" 0.363749115271449 0.272501769457103 0.363749115271449
"145" 0.243917172594288 0.512165654811424 0.243917172594288
"146" 0.00255767502607968 0.994884649947841 0.00255767502607967
"147" 0.499825102663039 0.000349794673922102 0.499825102663039
"148" 0.476575601892693 0.0468487962146148 0.476575601892693
"149" 0.145924871376847 0.708150257246307 0.145924871376847
"150" 0.0492888538901003 0.901422292219799 0.0492888538901003
